id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license,Proto
49120681,Tweepersoons kamer met privé badkamer,17948272,Irina,M,Historisch Centrum,51.22135,4.40244,Private room,80,1,15,2021-09-25,1.77,2,0,15,M,Haha
49121142,Driepersoonskamer met privé badkamer,17948272,Irina,M,Historisch Centrum,51.22122,4.40166,Private room,85,1,5,2021-10-30,0.89,2,0,5,M,Haha
49133684,Beautiful city apartment with river view & parking,37848810,Dominic,M,Historisch Centrum,51.22349,4.39966,Entire home/apt,118,2,37,2021-10-31,4.66,1,118,37,M,Haha
49156426,A tropical stay in the touristic heart of Antwerp,396494764,Christophe,M,Zuid,51.21024,4.39844,Private room,140,1,32,2021-10-30,3.9,3,324,32,M,Haha
49174407,Luxueuze vakantiewoning in centrum outdoor sauna,15216532,Pascal,M,Universiteitsbuurt,51.22117,4.4108,Entire home/apt,172,2,27,2021-12-07,3.86,2,294,27,M,Haha
49194091,Ruime kamer in gezellig appartement,396811490,Laura,M,Borgerhout Extra Muros,51.21932,4.4522,Private room,18,5,4,2021-10-16,0.71,1,38,4,M,Haha
49243462,Cosy and spacious apartment!,45495920,Nils,M,Tentoonstellingswijk,51.19047,4.3905,Entire home/apt,151,2,15,2021-11-21,1.98,1,163,15,M,Haha
49264772,"Nice, full equiped and clean appartement",50457379,Mel,M,Borgerhout Extra Muros,51.21011,4.44689,Entire home/apt,63,3,9,2021-09-23,1.13,2,353,9,M,Haha
49266030,adorable apartment near the city centre,266738812,Jeroen,M,Stadspark,51.20935,4.41495,Entire home/apt,60,2,0,M,M,1,0,0,M,Haha
49268667,Gezellige studio in de Joodse buurt,152417886,Jan,M,Stadspark,51.20822,4.4166,Entire home/apt,59,1,42,2021-12-08,5.08,1,4,42,M,Haha
49284867,Gezellig appartementje op toplocatie!,68066450,Fiona,M,Theaterbuurt-Meir,51.21525,4.40733,Entire home/apt,60,2,37,2021-12-19,4.48,1,80,37,M,Haha
49337625,The Blue House,43185160,Yan,M,Haringrode,51.20383,4.42263,Entire home/apt,185,30,0,M,M,3,0,0,M,Haha
49375199,In thé hart of the city,101646939,Tome,M,Sint-Andries,51.21608,4.40096,Entire home/apt,114,1,38,2021-12-21,5.04,2,74,38,M,Haha
49380967,Cozy apartment w/ closed garage,42194389,Aymeric,M,Harmonie,51.20097,4.40702,Entire home/apt,101,1,3,2021-12-12,3.0,1,203,3,M,Haha
49429537,Luxury Suites Central Station,361513412,Daily,M,Oud - Berchem,51.19816,4.42514,Entire home/apt,109,1,3,2021-11-11,0.44,7,358,3,M,Haha
49441375,Licht en hyper aangenaam Appartement,304538310,Mathieu,M,Nieuw - Kwartier Oost,51.18417,4.43968,Entire home/apt,90,2,3,2021-12-13,1.55,1,1,3,M,Haha
49458243,Modern design and bright loft with view on the MAS,259360296,Isabelle,M,Eilandje,51.22854,4.40514,Entire home/apt,295,2,9,2021-12-23,1.81,1,347,9,M,Haha
49465982,Cozy apartment near Antwerp city,25028542,Sebastien,M,Oosterveld - Elsdonk,51.17633,4.4289,Entire home/apt,67,10,7,2021-11-14,0.93,1,296,7,M,Haha
49471069,Nieuwbouw studio in Anwtwerpen (privé studio),66039457,Carolien,M,Eilandje,51.2311,4.41777,Private room,30,7,0,M,M,1,178,0,M,Haha
49474594,Sunny apartment with view of the zoo and station,50587003,Vincent,M,Centraal Station,51.21663,4.42597,Entire home/apt,55,13,1,2021-08-15,0.22,1,304,1,M,Haha
49474744,Large Art Deco Apartment (120 sqm.),30458946,Marie-Gabrielle,M,Centraal Station,51.21815,4.4198,Entire home/apt,82,3,5,2021-08-14,0.79,1,58,5,M,Haha
49539286,Expat apartment in Antwerp with loads of parking,220728505,Laurent,M,Markgrave,51.19434,4.41131,Entire home/apt,36,19,2,2021-08-15,0.32,1,30,2,M,Haha
49604220,APP for rent nearby central station/ ROOFTOP,123541148,Anthony,M,Amandus - Atheneum,51.22098,4.41813,Entire home/apt,198,2,20,2021-12-23,2.78,1,349,20,M,Haha
49607608,Luxe studio/loft in het centrum van Antwerpen,151417479,Gheselle,M,Sint-Andries,51.21693,4.39798,Entire home/apt,69,15,0,M,M,1,143,0,M,Haha
49608085,Panemarenko,31747141,Tom,M,Stuivenberg,51.22874,4.42431,Entire home/apt,68,1,14,2021-09-26,1.94,1,278,14,M,Haha
49645458,Sunny Top floor appartement Antwerp South,129838385,Cristina,M,Zuid,51.20776,4.39169,Entire home/apt,99,2,0,M,M,1,0,0,M,Haha
49660337,"Cozy apartment on the vibrant ""Zuid"" (Antw)",79089379,Mathias,M,Zuid,51.21115,4.39431,Entire home/apt,89,2,19,2021-11-14,3.35,1,0,19,M,Haha
49666839,near the central station,376514841,Petro,M,Centraal Station,51.21478,4.42719,Entire home/apt,80,10,0,M,M,1,0,0,M,Haha
49704441,Cosy appartement + free parking + sunny terras,400877659,Thomas,M,Brederode,51.20219,4.40063,Entire home/apt,73,1,30,2021-08-30,4.13,1,131,30,M,Haha
49717768,Fully furnished apartment close to center & harbor,232746364,Taskin,M,Linkeroever,51.22147,4.37946,Entire home/apt,63,7,3,2021-10-10,0.41,4,364,3,M,Haha
49719653,Private room in a shared family appartement.,151274831,Mario,M,Linkeroever,51.21937,4.36882,Private room,60,7,2,2021-09-22,0.28,2,156,2,M,Haha
49743710,Beautiful Cozy Apartment in the Heart of Antwerp 1,317037207,Luca,M,Historisch Centrum,51.22424,4.40227,Entire home/apt,69,1,6,2021-11-20,1.0,64,347,6,M,Haha
49743964,Beautiful Cozy Apartment in the Heart of Antwerp 2,317037207,Luca,M,Historisch Centrum,51.22509,4.40192,Entire home/apt,69,1,24,2021-12-10,3.3,64,352,24,M,Haha
49744202,Beautiful Cozy Apartment in the Heart of Antwerp 3,317037207,Luca,M,Historisch Centrum,51.22307,4.40252,Entire home/apt,69,1,7,2021-11-22,1.33,64,354,7,M,Haha
49763395,Cosy room in 200m² appartment with terrace,401340581,Lisa,M,Stadspark,51.20748,4.41933,Private room,55,1,0,M,M,1,63,0,M,Haha
49764708,Lovely place in the historical center of Antwerp,22327054,Fabian,M,Historisch Centrum,51.22143,4.39756,Entire home/apt,86,1,4,2021-11-01,1.21,1,174,4,M,Haha
49764921,Cute Cozy Cityflats in the Heart of Antwerp 1,165436938,Luca,M,Historisch Centrum,51.2232,4.40203,Entire home/apt,68,1,14,2021-11-10,1.94,63,347,14,M,Haha
49765092,Cute Cozy Cityflats in the Heart of Antwerp 2,165436938,Luca,M,Historisch Centrum,51.2252,4.40218,Entire home/apt,68,1,5,2021-10-08,0.96,63,352,5,M,Haha
49765187,Cute Cozy Cityflats in the Heart of Antwerp 3,165436938,Luca,M,Historisch Centrum,51.22428,4.40337,Entire home/apt,68,1,22,2021-11-27,3.79,63,352,22,M,Haha
49765353,Cute Cozy Cityflats in the Heart of Antwerp 4,165436938,Luca,M,Historisch Centrum,51.22353,4.40423,Entire home/apt,68,1,61,2021-12-09,8.39,63,350,61,M,Haha
49782802,Fully furnished apartment close to center & harbor,232746364,Taskin,M,Linkeroever,51.22179,4.38017,Entire home/apt,90,7,1,2021-05-23,0.14,4,342,1,M,Haha
49813925,Gezellig appartement in Centrum Antwerpen,63336294,Mathias,M,Amandus - Atheneum,51.22032,4.42121,Entire home/apt,88,1,20,2021-12-19,2.94,1,0,20,M,Haha
49833357,Lovely studio close to all the hotspots in town,13684581,Dounya,M,Brederode,51.20309,4.39077,Entire home/apt,65,1,32,2021-12-11,4.97,1,167,32,M,Haha
49847217,Sleeping at the historical’Handelsbeurs’of Antwerp,23612854,Kristel,M,Historisch Centrum,51.21898,4.40447,Entire home/apt,100,1,39,2021-12-19,6.65,1,58,39,M,Haha
49859956,Charming and Spacious Art Deco Apartment,190237561,Cedric,M,Amandus - Atheneum,51.22525,4.41599,Entire home/apt,60,3,0,M,M,1,0,0,M,Haha
49880080,Cosy apartment in quiet neighbourhood,57428105,Thomas,M,Groenenhoek,51.19865,4.44277,Entire home/apt,70,1,4,2021-10-31,0.81,1,0,4,M,Haha
49895007,Luxury Suites Castel,396762228,Petra,M,Centraal Station,51.21784,4.41645,Entire home/apt,102,1,14,2021-11-05,2.03,5,354,14,M,Haha
49895621,Luxury Suites Castel,396762228,Petra,M,Centraal Station,51.21589,4.41709,Entire home/apt,102,1,0,M,M,5,338,0,M,Haha
49916750,Luxury Suites Castel,396762228,Petra,M,Centraal Station,51.21555,4.41719,Entire home/apt,102,1,7,2021-11-22,1.72,5,330,7,M,Haha
49916918,Luxury Suites Castel,396762228,Petra,M,Stadspark,51.21772,4.41659,Entire home/apt,102,1,4,2021-11-22,0.6,5,355,4,M,Haha
49917672,Luxury Suites Castel,396762228,Petra,M,Centraal Station,51.21635,4.41772,Entire home/apt,102,1,4,2021-11-29,0.93,5,353,4,M,Haha
49918065,Luxury Suites Central station,361513412,Daily,M,Oud - Berchem,51.19849,4.42485,Entire home/apt,200,1,0,M,M,7,365,0,M,Haha
49945590,Mooie studio naast de Zoo van Antwerpen,402745878,Ines,M,Centraal Station,51.21686,4.42559,Entire home/apt,62,2,18,2021-12-15,2.9,1,196,18,M,Haha
50018516,Studio in hartje Antwerpen voor shoots & meetings,15715986,Christine,M,Theaterbuurt-Meir,51.21968,4.40679,Entire home/apt,450,1,0,M,M,1,87,0,M,Haha
50019564,Peaceful studio with a city garden in the center,17668155,Justine & Michiel,M,Sint-Andries,51.216209,4.399763,Entire home/apt,133,1,35,2021-12-19,5.3,1,83,35,M,Haha
50020710,Sfeervol appartement in de gezelligste buurt!,775551,Katelijne,M,Borgerhout Intra Muros Noord,51.21824,4.43964,Entire home/apt,59,2,13,2021-12-12,2.38,1,35,13,M,Haha
50020894,Gerenoveerd design herenhuis aan het Zuid,149283621,Elene,M,Harmonie,51.20709,4.405,Private room,75,3,4,2021-08-29,0.74,3,88,4,M,Haha
50022335,Close to grotemarkt + free parking 7mins walking,44500400,Echo,M,Historisch Centrum,51.22352,4.39931,Entire home/apt,70,1,1,2021-06-27,0.16,1,0,1,M,Haha
50026073,Urban Jungle Apartment & South oriented terrace.,334036639,Joni,M,Oud - Berchem,51.19956,4.4215,Entire home/apt,90,1,6,2021-10-30,1.07,2,358,6,M,Haha
50039346,Appartement met prachtig uitzicht op Antwerpen,403598983,Luc,M,Linkeroever,51.220104,4.386634,Entire home/apt,99,2,6,2021-11-28,2.65,1,167,6,M,Haha
50057087,Crazy beautiful loft 4u in quiet area of Antwerp,96407639,Jan,M,Haringrode,51.2029,4.42206,Shared room,175,1,0,M,M,2,365,0,M,Haha
50057208,historisch loft in het vroegere militair hospitaal,96407639,Jan,M,Haringrode,51.20248,4.423445,Entire home/apt,187,1,0,M,M,2,90,0,M,Haha
50070218,Feel at home in central Antwerp!,34933319,Axelle,M,Theaterbuurt-Meir,51.21493,4.40388,Entire home/apt,85,2,11,2021-11-20,1.62,1,322,11,M,Haha
50110794,Central Antwerp design flat with parc view,3122543,Wouter,M,Stadspark,51.21507,4.41506,Entire home/apt,71,2,4,2021-08-14,0.78,1,178,4,M,Haha
50112726,Yasli,404329106,Omer,M,Brederode,51.20306,4.39284,Entire home/apt,90,6,5,2021-12-04,0.74,1,180,5,M,Haha
50114655,Fashionable new apartment with master bedroom,19338306,Danijela,M,Oud - Berchem,51.19635,4.41684,Entire home/apt,91,2,20,2021-12-19,3.11,2,10,20,M,Haha
50127431,Urban Jungle Loft,17496515,Dankert,M,Oud - Berchem,51.19891,4.41974,Entire home/apt,136,2,8,2021-10-03,1.53,2,82,8,M,Haha
50127440,Gorgeous brand new apartment on great location,19338306,Danijela,M,Oud - Berchem,51.19711,4.41649,Entire home/apt,82,2,22,2021-12-23,3.35,2,10,22,M,Haha
50132595,EXCLUSIVE & AUTHENTIC ARCHITECT LOFT with GARDEN!!,132303121,Christina,M,Haringrode,51.20025,4.4224,Entire home/apt,329,3,2,2021-10-03,0.65,2,350,2,M,Haha
50147381,Cosy duplex appartment near the center of Antwerp,365492825,Badr,M,Borgerhout Intra Muros Zuid,51.21565,4.43,Entire home/apt,73,1,5,2021-12-19,5.0,1,356,5,M,Haha
50167525,An urban oasis in the touristic heart of Antwerp,396494764,Christophe,M,Zuid,51.21073,4.40013,Private room,137,1,47,2021-12-23,7.42,3,295,47,M,Haha
50185886,Gezellige slaapkamer met eigen badkamer/toilet,98359672,Jo,M,Amandus - Atheneum,51.219971,4.423218,Private room,48,1,70,2021-12-09,10.4,1,26,70,M,Haha
50193682,Cozy attic room in authentic Antwerp townhouse,26485313,Maud,M,Brederode,51.20592,4.40102,Private room,53,2,1,2021-07-02,0.17,1,9,1,M,Haha
50206275,"Apartment with balcony in city center, 2 bedrooms",67322181,Eli,M,Borgerhout Intra Muros Zuid,51.21301,4.42864,Entire home/apt,70,1,0,M,M,8,0,0,M,Haha
50210568,Cosy room near the centre of Antwerp,220077937,David,M,Oud - Merksem,51.23966,4.43622,Private room,25,2,0,M,M,4,9,0,M,Haha
50210722,Big room near the centre of antwerp,220077937,David,M,Oud - Merksem,51.23939,4.43574,Private room,25,2,3,2021-08-26,0.52,4,6,3,M,Haha
50223040,Gilliams-Loft,396430536,Robin,M,Theaterbuurt-Meir,51.21619,4.40496,Entire home/apt,149,1,14,2021-11-21,2.23,1,154,14,M,Haha
50226991,Modern Three Bedroom Apartment Heart of Antwerp 2,317037207,Luca,M,Historisch Centrum,51.22425,4.40038,Entire home/apt,69,1,6,2021-12-05,0.92,64,322,6,M,Haha
50227786,Leuk appartement 10 min van Berchem Station,26410240,Maxime,M,Haringrode,51.20101,4.42041,Entire home/apt,55,5,1,2021-10-03,0.35,1,0,1,M,Haha
50236192,Modern house with 2 bedrooms and large terrace.,23160579,Joost,M,Oud - Berchem,51.19773,4.42146,Entire home/apt,175,12,0,M,M,1,90,0,M,Haha
50254843,Cosy 1BDR apartment @university area,222831298,Arne,M,Universiteitsbuurt,51.22079,4.40949,Entire home/apt,90,1,25,2021-12-12,4.39,8,111,25,M,Haha
50261976,Luxury City Center Apartment with Small Courtyard,351031414,Malcolm,M,Borgerhout Intra Muros Zuid,51.21176,4.43729,Entire home/apt,50,2,3,2021-07-29,0.57,1,0,3,M,Haha
50287431,"Bright, sunny flat with spacious terrace near MAS",59619584,Eline,M,Universiteitsbuurt,51.22607,4.41292,Entire home/apt,210,2,0,M,M,1,82,0,M,Haha
50287634,Best location apartment,406051491,Pantea,M,Sint-Andries,51.21421,4.39961,Entire home/apt,80,5,10,2021-11-02,1.64,1,0,10,M,Haha
50302608,Co-living Novem in Wilrijk,406181195,Michèlle,M,Wilrijk Centrum,51.160084,4.399771,Private room,75,3,0,M,M,1,358,0,M,Haha
50305711,Theaterstudio 1.0 Antwerp,141159863,Liselore,M,Theaterbuurt-Meir,51.212906,4.408221,Entire home/apt,199,1,22,2021-12-19,3.75,2,356,22,M,Haha
50323151,Charming Duplex in the Center of Antwerp SPD,165436938,Luca,M,Historisch Centrum,51.22548,4.40093,Entire home/apt,68,1,6,2021-10-21,1.02,63,354,6,M,Haha
50324472,Charming Duplex Apartment in Heart of Antwerp SPD,317037207,Luca,M,Historisch Centrum,51.22594,4.40149,Entire home/apt,69,1,16,2021-11-27,2.55,64,354,16,M,Haha
50328333,Lovely 1-bedroom apartment in high fashion street.,174801554,Noor,M,Theaterbuurt-Meir,51.21676,4.40632,Entire home/apt,98,2,13,2021-11-01,2.77,1,321,13,M,Haha
50356868,Comfy condo in Antwerp City center,81777520,Geert,M,Theaterbuurt-Meir,51.21682,4.41174,Entire home/apt,119,2,2,2021-12-13,2.0,1,279,2,M,Haha
50387306,huisje met garage in hartje stad,42499659,Stef,M,Theaterbuurt-Meir,51.21502,4.40345,Entire home/apt,88,3,21,2021-12-15,5.94,1,206,21,M,Haha
50394777,Charming and bright 2-bedrooms flat downtown,365738670,Gloria,M,Sint-Andries,51.21561,4.39921,Entire home/apt,79,5,3,2021-08-21,0.59,1,55,3,M,Haha
50398488,Trendy apartment in lively center of Antwerp Zuid,72355179,Patrick,M,Sint-Andries,51.21407,4.39347,Entire home/apt,115,2,5,2021-11-13,1.7,1,206,5,M,Haha
50430621,Little house on a cosy square,407437527,Heleen,M,Deurne Dorp - Gallifort,51.2192,4.45788,Entire home/apt,68,2,5,2021-08-27,0.92,1,133,5,M,Haha
50437912,Cosy room near centre of Antwerp,220077937,David,M,Nieuwdreef,51.24035,4.43558,Private room,25,3,1,2021-08-06,0.21,4,6,1,M,Haha
50455820,"Jacuzzi,cinemascreen,free parking,5min van centrum",407634530,Vivian,M,Borgerhout Extra Muros,51.220337,4.453022,Entire home/apt,104,1,46,2021-12-26,8.17,1,150,46,M,Haha
50511966,Cozy authentic appartement - central location,403230844,Line,M,Borgerhout Intra Muros Zuid,51.21063,4.43041,Entire home/apt,59,29,16,2021-09-27,2.7,1,0,16,M,Haha
50530957,Luxe appartement met garagebox op 5km van Antwerp,408282633,Andreea,M,Nieuwdreef,51.24474,4.43815,Entire home/apt,76,2,8,2021-10-08,1.7,1,0,8,M,Haha
50534982,Lovely 1-bedrm condo w/ parking space on premises,408306945,Beatrice,M,Deurne Zuid West,51.204887,4.458581,Entire home/apt,65,2,4,2021-10-31,0.85,1,239,4,M,Haha
50538982,Bed and Breakfast tussen Vogeltjesmarkt en Meir,395334739,Gert,M,Theaterbuurt-Meir,51.21784,4.41116,Private room,36,1,51,2021-12-19,8.27,2,153,51,M,Haha
50562665,Sfeervolle Bed and Breakfast in Antwerpen voor 6,395334739,Gert,M,Theaterbuurt-Meir,51.21612,4.4102,Private room,80,1,16,2021-12-11,2.94,2,153,16,M,Haha
50581705,"Mooi, heel ruim en licht appartement.",31680026,Hinda,M,Borgerhout Intra Muros Noord,51.21606,4.43934,Entire home/apt,50,4,0,M,M,1,328,0,M,Haha
50614836,Double room corner apartment with panoramic views,103363284,Nathalie,M,Amandus - Atheneum,51.22869,4.41664,Entire home/apt,56,29,0,M,M,9,0,0,M,Haha
50626154,Fully furnished apartment close to center & harbor,232746364,Taskin,M,Linkeroever,51.2205,4.38193,Entire home/apt,100,7,1,2021-09-24,0.32,4,364,1,M,Haha
50648718,In the centre of beautiful Antwerp!!!!,126004625,Dimitri,M,Centraal Station,51.21132,4.42573,Entire home/apt,75,7,1,2021-08-25,0.24,1,365,1,M,Haha
50690223,Zurenborg Sunset - bright city view condo w free P,11651303,Iven,M,Zurenborg,51.20863,4.434843,Entire home/apt,110,2,12,2021-12-12,2.22,1,153,12,M,Haha
50701340,Stunning townhouse steps from the park with sauna,452791,Tatiana,M,Nieuw - Kwartier West,51.18751,4.41834,Entire home/apt,293,5,2,2021-11-21,1.2,1,153,2,M,Haha
50714442,Studio in trendy area in Antwerp,45703750,Thierry,M,Eilandje,51.2332,4.41172,Private room,69,1,1,2021-07-18,0.19,1,269,1,M,Haha
50741200,Zonnig appartement met groot terras,155142560,Alexandra,M,Stadspark,51.20731,4.41476,Entire home/apt,85,3,5,2021-11-02,0.96,1,0,5,M,Haha
50744223,Vintage Lovers Antwerp,51335547,Antoine,M,Borgerhout Intra Muros Noord,51.21576,4.44166,Private room,36,1,24,2021-12-22,5.63,1,350,24,M,Haha
50759581,Large house w front door parking in city centre,5875939,Joris,M,Stadspark,51.20736,4.41553,Entire home/apt,419,2,0,M,M,2,270,0,M,Haha
50760948,Lovely City Appartment with Rooftop Terrace,13512170,Fee,M,Amandus - Atheneum,51.22738,4.42406,Entire home/apt,66,2,5,2021-11-06,1.05,1,0,5,M,Haha
50762751,Cozy apartment with stunning view,167006105,Sam,M,Linkeroever,51.22205,4.37798,Entire home/apt,87,2,8,2021-12-23,1.7,1,358,8,M,Haha
50787172,Apt. 9 Nick's place in the heart of Antwerp,341953444,Nick,M,Stadspark,51.2068,4.41341,Private room,36,1,14,2021-12-05,2.66,4,7,14,M,Haha
50788160,"Inde olifant, stijlvol verblijven in het centrum.",51502991,Krosje,M,Theaterbuurt-Meir,51.21897,4.41568,Entire home/apt,78,1,21,2021-12-20,5.25,1,86,21,M,Haha
50790239,Lovely one bedroom apartment w/patio,4962404,Morgan,M,Historisch Centrum,51.21932,4.40497,Entire home/apt,80,2,7,2021-09-06,1.24,1,232,7,M,Haha
50845503,Spacious bedroom in bright appartment,10234766,Joke,M,Groenenhoek,51.19826,4.44231,Private room,27,7,1,2021-11-15,0.71,1,245,1,M,Haha
50858244,Space right in the city!,24515723,Valerie,M,Oud - Berchem,51.198,4.41335,Entire home/apt,39,1,4,2021-12-11,0.78,2,178,4,M,Haha
50873866,Modern design appartment,365776129,Isabeau,M,Markgrave,51.20086,4.40566,Entire home/apt,50,30,0,M,M,1,293,0,M,Haha
50897474,Gezinsvriendelijk rijhuis met tuintje,7925422,Bert,M,Stuivenberg,51.223087,4.43756,Entire home/apt,123,1,15,2021-12-16,3.98,1,57,15,M,Haha
50905255,Unique apartment on the edge of the park,304873092,Bart,M,Deurne Zuid West,51.20261,4.45531,Entire home/apt,55,2,5,2021-12-04,0.97,1,0,5,M,Haha
50915163,Olea - room with private terrace…,6824692,Ben,M,Amandus - Atheneum,51.22543,4.41814,Private room,40,2,7,2021-11-14,1.45,1,320,7,M,Haha
50932761,Gerenoveerd design herenhuis op het Zuid,149283621,Elene,M,Brederode,51.20549,4.40399,Private room,75,2,3,2021-10-07,0.7,3,87,3,M,Haha
50949605,Sfeervol Appartement met Bubbelbad & Sauna,352540525,Sha,M,Historisch Centrum,51.22494,4.4035,Entire home/apt,180,1,2,2021-12-25,2.0,1,344,2,M,Haha
50971581,Уютная квартира-студия.недалеко от центра,195102901,Aliaksandr,M,Brederode,51.20546,4.39825,Entire home/apt,120,7,0,M,M,1,0,0,M,Haha
50972543,Spacious apartment close to central station,412276093,Karen,M,Centraal Station,51.21454,4.42659,Entire home/apt,48,2,4,2021-09-12,0.78,1,0,4,M,Haha
50988659,Comfy House. Garden. Great Location. City: 10 min.,412439279,Sofie,M,Deurne Oost,51.22007,4.47708,Entire home/apt,120,5,8,2021-12-13,2.16,1,89,8,M,Haha
50995048,Beautiful ap in Antwerp(10min from centr. station),366708746,Patrice,M,Borgerhout Extra Muros,51.20416,4.44738,Entire home/apt,91,2,12,2021-12-18,2.5,1,355,12,M,Haha
51013490,Luxury 2 Bedroom - Brand new - heart of Antwerp,50645735,Baptist,M,Theaterbuurt-Meir,51.21798,4.40561,Entire home/apt,200,3,13,2021-12-13,2.53,1,135,13,M,Haha
51036464,"newly build, bright app",113691741,Fien,M,Nieuw - Zuid,51.20309,4.3812,Entire home/apt,140,2,4,2021-12-12,1.9,1,338,4,M,Haha
51057280,Antwerp Old Town Oever Apartment,165436938,Luca,M,Historisch Centrum,51.21871,4.39747,Entire home/apt,68,1,14,2021-12-12,3.11,63,340,14,M,Haha
51057748,Antwerp Old Town Oever Apartment -,317037207,Luca,M,Historisch Centrum,51.21883,4.39824,Entire home/apt,69,1,12,2021-11-05,2.43,64,340,12,M,Haha
51075521,ROOM AVAILABLE IN Antwerp,35849908,Moritz,M,Haringrode,51.20092,4.42034,Private room,120,9,1,2021-08-04,0.21,1,358,1,M,Haha
51078391,Marble Lodge Apartments in the Heart of Antwerp 3A,317037207,Luca,M,Theaterbuurt-Meir,51.2167,4.40808,Entire home/apt,69,1,27,2021-12-05,5.51,64,340,27,M,Haha
51079028,Marble Deluxe Lodge in the Heart of Antwerp 3B,317037207,Luca,M,Theaterbuurt-Meir,51.21683,4.40628,Entire home/apt,69,1,35,2021-12-06,7.29,64,329,35,M,Haha
51079397,Marble Lodge Apartments in the Heart of Antwerp 5B,317037207,Luca,M,Theaterbuurt-Meir,51.21671,4.40682,Entire home/apt,69,1,13,2021-12-07,2.58,64,343,13,M,Haha
51079578,Marble Lodge Apartments in the Heart of Antwerp 3A,165436938,Luca,M,Theaterbuurt-Meir,51.21834,4.40656,Entire home/apt,68,1,5,2021-11-19,1.25,63,340,5,M,Haha
51079807,Marble Lodge Apartments in the Heart of Antwerp 3B,165436938,Luca,M,Theaterbuurt-Meir,51.21694,4.40645,Entire home/apt,70,1,7,2021-12-10,1.4,63,329,7,M,Haha
51080079,Marble Lodge Apartments in the Heart of Antwerp 5B,165436938,Luca,M,Theaterbuurt-Meir,51.21731,4.40846,Entire home/apt,68,1,8,2021-12-11,1.88,63,343,8,M,Haha
51108968,Apt. 7 Nick's place in the heart of Antwerp,341953444,Nick,M,Stadspark,51.20751,4.41344,Private room,40,1,7,2021-11-14,1.32,4,1,7,M,Haha
51123661,Très belle appartement au cœur de Anvers à meir ❤️💙,278620290,Taoufik,M,Centraal Station,51.21127,4.41914,Entire home/apt,175,1,7,2021-11-14,1.86,2,365,7,M,Haha
51134319,Gezellig rijtjeshuis in het hart van Antwerpen,413814828,Alicia,M,Sint-Andries,51.21717,4.40013,Entire home/apt,150,2,10,2021-12-05,3.03,1,345,10,M,Haha
51159023,Theater area 1BDR apartment,222831298,Arne,M,Theaterbuurt-Meir,51.21455,4.40417,Entire home/apt,87,1,30,2021-12-11,5.96,8,175,30,M,Haha
51161256,oasis van rust in centrum stad met parking 100 m2,29679529,Danny,M,Stadspark,51.20914,4.42089,Entire home/apt,145,7,0,M,M,2,362,0,M,Haha
51162189,"oase centrum Antwerpen 
appartement 105 m2 2slpk",29679529,Danny,M,Stadspark,51.21016,4.42107,Entire home/apt,185,7,0,M,M,2,362,0,M,Haha
51170532,Modern 3 Bedroom Apartment Heart of Antwerp SP1,317037207,Luca,M,Historisch Centrum,51.22429,4.40004,Entire home/apt,69,1,18,2021-12-08,3.72,64,338,18,M,Haha
51170770,Beautiful Duplex 2 Bedroom Apartment in Center SPA,317037207,Luca,M,Historisch Centrum,51.22532,4.40087,Entire home/apt,69,1,15,2021-12-12,3.0,64,349,15,M,Haha
51170981,Beautiful 3 Bedroom App in Heart of Antwerp SP3R,317037207,Luca,M,Historisch Centrum,51.22411,4.40179,Entire home/apt,69,1,18,2021-12-12,3.62,64,348,18,M,Haha
51171172,Charming 3 Bedroom Penthouse Heart of Antwerp SP3L,317037207,Luca,M,Historisch Centrum,51.22499,4.40044,Entire home/apt,69,1,6,2021-12-12,1.27,64,350,6,M,Haha
51179286,Charming House with Patio next to Central Station,10149448,Leonardo,M,Amandus - Atheneum,51.22415,4.42083,Entire home/apt,88,2,19,2021-12-20,6.71,1,296,19,M,Haha
51185891,A delightful apartment in the heart of Antwerp,396494764,Christophe,M,Zuid,51.21048,4.40001,Private room,173,2,0,M,M,3,314,0,M,Haha
51191928,Ruim appartement op 10’ van centraal station.,26776764,Philippe,M,Borgerhout Intra Muros Noord,51.21739,4.42975,Entire home/apt,100,365,0,M,M,1,365,0,M,Haha
51204968,Private studio near train station Antwerp-Berchem,274814280,Jurgen,M,Haringrode,51.2008,4.42857,Private room,48,1,11,2021-12-23,4.12,1,172,11,M,Haha
51215329,Bright 2BR apt. Fully-furnished. Ultra-fast WiFi.,3315268,Alexandra,M,Amandus - Atheneum,51.22274,4.41915,Entire home/apt,85,30,0,M,M,1,132,0,M,Haha
51236529,COSY 'art nouveau' app.,19436713,Isa,M,Brederode,51.205,4.39109,Entire home/apt,52,4,0,M,M,2,40,0,M,Haha
51263730,Light and cosy apartment in Antwerp!,5613077,Sanne En Ward,M,Borgerhout Intra Muros Noord,51.21753,4.43641,Entire home/apt,79,4,2,2021-08-15,0.42,1,0,2,M,Haha
51264141,MAS View,55121527,Paul,M,Eilandje,51.23096,4.40378,Entire home/apt,60,2,3,2021-11-13,1.03,1,304,3,M,Haha
51278446,Double bedroom with 1 bed for 2,415232968,B&B Hotel,M,Nieuw - Zuid,51.20559,4.38442,Private room,83,1,2,2021-08-30,0.43,2,314,2,M,Haha
